#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
8769101|2016-10-28T11:18:19.850000|42.883|13.052|10.0|SURVEY-INGV||||ML|2.0|--|Perugia
8769191|2016-10-28T11:23:28.470000|42.9598|13.1483|8.3|SURVEY-INGV||||ML|2.0|--|Macerata
8769401|2016-10-28T11:28:47.230000|42.9143|13.0432|10.6|SURVEY-INGV||||ML|2.2|--|Perugia
8769561|2016-10-28T11:33:47.260000|42.9342|13.0675|10.0|SURVEY-INGV||||ML|2.3|--|Macerata
8769711|2016-10-28T11:36:46.820000|42.8843|13.1627|8.9|SURVEY-INGV||||ML|2.1|--|Macerata
8769891|2016-10-28T11:42:52.810000|42.8773|13.0503|10.3|SURVEY-INGV||||ML|2.2|--|Perugia
8770141|2016-10-28T11:51:02.800000|42.9128|13.155|9.9|SURVEY-INGV||||ML|2.3|--|Macerata
8770341|2016-10-28T11:56:27.180000|42.8582|13.2357|8.7|SURVEY-INGV||||ML|2.3|--|Macerata
8770591|2016-10-28T12:07:38.880000|42.8713|13.0727|10.7|SURVEY-INGV||||ML|2.3|--|Perugia
8771211|2016-10-28T12:26:07.440000|43.0673|13.0748|6.6|SURVEY-INGV||||ML|2.6|--|Macerata
8771451|2016-10-28T12:33:52.580000|42.868|13.1225|7.9|SURVEY-INGV||||ML|2.0|--|Macerata
8771511|2016-10-28T12:35:32.490000|42.9552|13.0643|10.2|SURVEY-INGV||||ML|2.0|--|Macerata
8771991|2016-10-28T12:49:42.850000|42.954|13.0773|9.0|SURVEY-INGV||||ML|2.2|--|Macerata
8772441|2016-10-28T13:02:46.300000|42.9248|13.0932|9.2|SURVEY-INGV||||ML|2.2|--|Macerata
8772491|2016-10-28T13:05:03.920000|42.9222|13.039|11.1|SURVEY-INGV||||ML|2.3|--|Macerata
8772881|2016-10-28T13:15:44.880000|42.9208|13.0427|11.1|SURVEY-INGV||||ML|2.0|--|Macerata
8773051|2016-10-28T13:19:38.490000|43.0192|13.1363|8.3|SURVEY-INGV||||ML|2.0|--|Macerata
8773241|2016-10-28T13:23:28.400000|42.8762|13.1412|8.9|SURVEY-INGV||||ML|2.2|--|Macerata
8773301|2016-10-28T13:23:28.390000|42.8798|13.1428|9.1|SURVEY-INGV||||ML|2.6|--|Macerata
8773451|2016-10-28T13:26:17.700000|42.9772|13.1398|14.9|SURVEY-INGV||||ML|2.0|--|Macerata
8773971|2016-10-28T13:39:35.930000|42.942|13.1553|8.7|SURVEY-INGV||||ML|2.1|--|Macerata
8774191|2016-10-28T13:45:28.140000|43.0348|13.0775|9.1|SURVEY-INGV||||ML|2.1|--|Macerata
8774241|2016-10-28T13:46:50.950000|42.9095|13.0398|10.8|SURVEY-INGV||||ML|2.2|--|Perugia
8774511|2016-10-28T13:54:37.980000|42.9355|13.1318|8.7|SURVEY-INGV||||ML|2.0|--|Macerata
8774621|2016-10-28T13:56:32.860000|42.8647|13.2142|5.1|SURVEY-INGV||||ML|3.7|--|Macerata
8774691|2016-10-28T13:57:42.390000|42.9643|13.1455|9.0|SURVEY-INGV||||ML|2.7|--|Macerata
8774771|2016-10-28T13:59:36.780000|42.8448|13.1637|8.2|SURVEY-INGV||||ML|2.1|--|Macerata
8774811|2016-10-28T14:00:12.570000|42.8513|13.0712|9.7|SURVEY-INGV||||ML|2.2|--|Perugia
8774921|2016-10-28T14:02:22.220000|43.0433|13.0752|7.5|SURVEY-INGV||||ML|2.1|--|Macerata
8775201|2016-10-28T14:07:18.220000|42.9928|13.0538|10.0|SURVEY-INGV||||ML|2.8|--|Macerata
8775561|2016-10-28T14:15:13.470000|43.0652|13.0773|8.9|SURVEY-INGV||||ML|2.3|--|Macerata
8775611|2016-10-28T14:17:56.140000|42.8833|13.1765|8.1|SURVEY-INGV||||ML|2.1|--|Macerata
8775911|2016-10-28T14:25:05.810000|42.9553|13.1357|8.8|SURVEY-INGV||||ML|2.5|--|Macerata
8776231|2016-10-28T14:33:52.430000|42.904|13.1698|8.1|SURVEY-INGV||||ML|2.2|--|Macerata
8776921|2016-10-28T14:52:09.390000|42.8988|13.0487|10.9|SURVEY-INGV||||ML|2.6|--|Perugia
8777081|2016-10-28T14:55:16.300000|42.9528|13.141|9.1|SURVEY-INGV||||ML|2.4|--|Macerata
8777191|2016-10-28T15:00:08.850000|42.9283|13.1562|10.4|SURVEY-INGV||||ML|2.2|--|Macerata
8777501|2016-10-28T15:09:08.140000|42.837|13.1455|9.4|SURVEY-INGV||||ML|2.1|--|Macerata
8777831|2016-10-28T15:19:23.290000|42.8677|13.0928|10.4|SURVEY-INGV||||ML|2.0|--|Perugia
8777921|2016-10-28T15:22:49.940000|43.0378|13.1092|7.4|SURVEY-INGV||||ML|2.1|--|Macerata
8778221|2016-10-28T15:34:08.330000|43.024|13.0915|8.6|SURVEY-INGV||||ML|2.2|--|Macerata
8778311|2016-10-28T15:35:29.650000|43.045|13.0897|8.0|SURVEY-INGV||||ML|3.0|--|Macerata
8778351|2016-10-28T15:36:26.260000|42.8922|13.169|8.1|SURVEY-INGV||||ML|2.4|--|Macerata
8778941|2016-10-28T15:53:27.260000|42.8467|13.1577|6.4|SURVEY-INGV||||ML|2.3|--|Macerata
8779081|2016-10-28T15:56:59.040000|42.7878|13.1193|10.8|SURVEY-INGV||||ML|3.8|--|Perugia
8779511|2016-10-28T16:06:10.470000|42.7783|13.1205|10.8|SURVEY-INGV||||ML|2.6|--|Perugia
8779751|2016-10-28T16:15:01.380000|42.9512|13.1612|8.6|SURVEY-INGV||||ML|2.2|--|Macerata
8780071|2016-10-28T16:21:35.550000|43.0138|13.1032|8.9|SURVEY-INGV||||ML|2.2|--|Macerata
8780131|2016-10-28T16:23:02.580000|42.8732|13.1798|8.0|SURVEY-INGV||||ML|2.0|--|Macerata
8780481|2016-10-28T16:28:49.630000|42.7123|13.2167|13.6|SURVEY-INGV||||ML|2.4|--|Rieti
8780521|2016-10-28T16:29:42.130000|42.872|13.2125|4.2|SURVEY-INGV||||ML|2.0|--|Macerata
8781121|2016-10-28T16:48:36.750000|42.9823|13.0738|9.5|SURVEY-INGV||||ML|2.4|--|Macerata
8781181|2016-10-28T16:49:48.390000|42.8545|13.0757|10.1|SURVEY-INGV||||ML|2.1|--|Perugia
8781351|2016-10-28T16:54:50.530000|42.8778|13.0578|10.3|SURVEY-INGV||||ML|2.0|--|Perugia
8781581|2016-10-28T16:59:53.430000|42.9052|13.1602|6.5|SURVEY-INGV||||ML|2.0|--|Macerata
8781641|2016-10-28T17:01:09.250000|42.8577|13.0583|10.2|SURVEY-INGV||||ML|2.3|--|Perugia
8782421|2016-10-28T17:22:37.480000|42.8438|13.0927|10.6|SURVEY-INGV||||ML|2.1|--|Perugia
8782441|2016-10-28T17:23:34.360000|42.8897|13.1532|8.3|SURVEY-INGV||||ML|2.2|--|Macerata
8782561|2016-10-28T17:25:45.410000|42.8417|13.0887|10.8|SURVEY-INGV||||ML|2.1|--|Perugia
8782701|2016-10-28T17:29:11.980000|42.9017|13.0453|10.9|SURVEY-INGV||||ML|2.4|--|Perugia
8782751|2016-10-28T17:30:27.590000|42.8758|13.0343|9.7|SURVEY-INGV||||ML|2.4|--|Perugia
8782771|2016-10-28T17:31:26.970000|43.0495|13.0945|8.6|SURVEY-INGV||||ML|2.2|--|Macerata
8783021|2016-10-28T17:37:34.810000|42.8448|13.0718|10.8|SURVEY-INGV||||ML|2.0|--|Perugia
8783241|2016-10-28T17:42:04.940000|42.9487|13.1435|8.4|SURVEY-INGV||||ML|2.0|--|Macerata
8783201|2016-10-28T17:42:04.900000|42.9522|13.1432|9.6|SURVEY-INGV||||ML|2.5|--|Macerata
8783361|2016-10-28T17:44:31.510000|42.772|13.181|8.8|SURVEY-INGV||||ML|2.1|--|Perugia
8783531|2016-10-28T17:48:38.030000|42.8602|13.1037|11.9|SURVEY-INGV||||ML|2.0|--|Macerata
8783621|2016-10-28T17:51:52.930000|42.958|13.1345|10.5|SURVEY-INGV||||ML|2.1|--|Macerata
8783661|2016-10-28T17:51:53.120000|42.9492|13.1367|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8783721|2016-10-28T17:53:49.830000|42.9983|13.0858|9.6|SURVEY-INGV||||ML|2.4|--|Macerata
8784051|2016-10-28T18:00:57.170000|42.9512|13.157|8.6|SURVEY-INGV||||ML|2.3|--|Macerata
8784251|2016-10-28T18:05:35.640000|42.9062|13.0558|10.6|SURVEY-INGV||||ML|2.5|--|Perugia
8784321|2016-10-28T18:07:26.790000|43.0108|13.1438|8.1|SURVEY-INGV||||ML|2.5|--|Macerata
8784411|2016-10-28T18:08:53.060000|42.8478|13.0852|11.5|SURVEY-INGV||||ML|2.0|--|Perugia
8784811|2016-10-28T18:21:54.800000|42.9507|13.0873|9.3|SURVEY-INGV||||ML|2.0|--|Macerata
8785091|2016-10-28T18:29:43.640000|43.0532|13.0912|9.7|SURVEY-INGV||||ML|2.1|--|Macerata
8785221|2016-10-28T18:32:46.260000|42.8967|13.0792|10.2|SURVEY-INGV||||ML|2.3|--|Perugia
8785581|2016-10-28T18:40:46.760000|43.0153|13.0857|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8785931|2016-10-28T18:49:44.690000|43.0088|13.1207|9.5|SURVEY-INGV||||ML|2.0|--|Macerata
8786091|2016-10-28T18:56:37.190000|42.8822|13.0692|9.7|SURVEY-INGV||||ML|2.0|--|Perugia
8786271|2016-10-28T19:01:51.100000|43.0157|13.1372|8.2|SURVEY-INGV||||ML|2.4|--|Macerata
8786731|2016-10-28T19:13:04.600000|42.9982|13.0662|10.3|SURVEY-INGV||||ML|2.0|--|Macerata
8787011|2016-10-28T19:20:39.070000|42.8973|13.1917|8.8|SURVEY-INGV||||ML|2.1|--|Macerata
8787131|2016-10-28T19:23:05.750000|43.0695|13.0788|8.9|SURVEY-INGV||||ML|2.0|--|Macerata
8787291|2016-10-28T19:29:13.250000|43.036|13.0692|9.7|SURVEY-INGV||||ML|2.0|--|Macerata
8787681|2016-10-28T19:44:43.200000|43.019|13.1175|9.3|SURVEY-INGV||||ML|2.0|--|Macerata
8788161|2016-10-28T19:56:31.170000|42.8662|13.1617|9.7|SURVEY-INGV||||ML|3.7|--|Macerata
8788671|2016-10-28T20:02:44.520000|39.161|13.7433|474.4|SURVEY-INGV||||ML|5.7|--|Tirreno Meridionale (MARE)
8789111|2016-10-28T20:09:21.020000|42.8817|13.0278|10.6|SURVEY-INGV||||ML|2.8|--|Perugia
8789401|2016-10-28T20:17:51.790000|43.012|13.1183|9.4|SURVEY-INGV||||ML|2.1|--|Macerata
8789521|2016-10-28T20:22:22.560000|43.0518|13.1132|9.8|SURVEY-INGV||||ML|2.7|--|Macerata
8789611|2016-10-28T20:25:56.140000|42.8582|13.1662|8.7|SURVEY-INGV||||ML|2.0|--|Macerata
8789691|2016-10-28T20:28:12.120000|43.0517|13.0935|9.7|SURVEY-INGV||||ML|2.3|--|Macerata
8789721|2016-10-28T20:28:12.070000|43.0523|13.1072|8.7|SURVEY-INGV||||ML|2.2|--|Macerata
8789881|2016-10-28T20:32:08.880000|42.8628|13.1498|8.7|SURVEY-INGV||||ML|2.6|--|Macerata
8790441|2016-10-28T20:46:01.680000|42.89|13.1543|9.0|SURVEY-INGV||||ML|2.6|--|Macerata
8790481|2016-10-28T20:47:25.420000|42.8862|13.0277|10.8|SURVEY-INGV||||ML|2.0|--|Perugia
8790851|2016-10-28T20:56:25.600000|42.8498|13.0675|10.9|SURVEY-INGV||||ML|2.3|--|Perugia
8791731|2016-10-28T21:18:30.040000|42.9403|13.0515|10.4|SURVEY-INGV||||ML|2.1|--|Macerata
8791801|2016-10-28T21:19:49.820000|42.8398|13.0897|10.2|SURVEY-INGV||||ML|2.4|--|Perugia
8791761|2016-10-28T21:19:49.750000|42.8405|13.0855|11.2|SURVEY-INGV||||ML|2.4|--|Perugia
8791901|2016-10-28T21:24:09.280000|42.6268|13.3043|9.5|SURVEY-INGV||||ML|2.0|--|Rieti
8792201|2016-10-28T21:32:40.470000|42.8463|13.2438|8.9|SURVEY-INGV||||ML|2.2|--|Ascoli Piceno
8792271|2016-10-28T21:34:31.890000|42.9052|13.1533|8.6|SURVEY-INGV||||ML|2.0|--|Macerata
8792371|2016-10-28T21:35:47.860000|42.9708|13.1397|7.2|SURVEY-INGV||||ML|2.4|--|Macerata
8792491|2016-10-28T21:38:18.170000|42.9433|13.0303|11.0|SURVEY-INGV||||ML|2.3|--|Macerata
8792841|2016-10-28T21:48:56.830000|42.865|13.1553|9.4|SURVEY-INGV||||ML|2.6|--|Macerata
8792911|2016-10-28T21:49:44.400000|42.943|13.1363|8.8|SURVEY-INGV||||ML|2.0|--|Macerata
8793181|2016-10-28T21:57:03.370000|42.8915|13.1757|9.8|SURVEY-INGV||||ML|2.0|--|Macerata
8793221|2016-10-28T21:57:36.240000|42.8598|13.1583|7.6|SURVEY-INGV||||ML|2.1|--|Macerata
8793301|2016-10-28T22:00:16.500000|42.8052|13.1423|8.9|SURVEY-INGV||||ML|3.1|--|Perugia
8793691|2016-10-28T22:09:36.150000|42.7277|13.1738|10.3|SURVEY-INGV||||ML|2.8|--|Rieti
8793881|2016-10-28T22:16:44.690000|42.8483|13.0948|9.0|SURVEY-INGV||||ML|2.0|--|Perugia
8794951|2016-10-28T22:45:36.370000|42.8542|13.0988|9.3|SURVEY-INGV||||ML|2.1|--|Perugia
8796021|2016-10-28T23:12:19.850000|42.9998|13.1093|8.3|SURVEY-INGV||||ML|2.2|--|Macerata
8796291|2016-10-28T23:18:10.230000|42.8798|13.0938|8.9|SURVEY-INGV||||ML|3.5|--|Perugia
8796441|2016-10-28T23:19:34.940000|42.9278|13.1083|9.3|SURVEY-INGV||||ML|2.4|--|Macerata
8796391|2016-10-28T23:20:32.650000|42.8373|13.1048|8.8|SURVEY-INGV||||ML|2.4|--|Perugia
8796531|2016-10-28T23:22:11.940000|42.8513|13.0973|9.4|SURVEY-INGV||||ML|2.8|--|Perugia
8796601|2016-10-28T23:25:16.240000|42.7323|13.1732|11.0|SURVEY-INGV||||ML|2.3|--|Rieti
8796951|2016-10-28T23:34:10.020000|42.8993|13.0517|10.7|SURVEY-INGV||||ML|2.1|--|Perugia
8797021|2016-10-28T23:35:19.770000|42.8773|13.1697|5.9|SURVEY-INGV||||ML|2.3|--|Macerata
8797081|2016-10-28T23:36:50.850000|42.8958|13.139|8.6|SURVEY-INGV||||ML|2.0|--|Macerata
8797321|2016-10-28T23:40:34.420000|43.0342|13.0712|8.1|SURVEY-INGV||||ML|2.0|--|Macerata
8797561|2016-10-28T23:45:59.110000|43.0012|13.0775|8.9|SURVEY-INGV||||ML|2.9|--|Macerata
8797611|2016-10-28T23:47:20.870000|42.8818|13.1327|8.8|SURVEY-INGV||||ML|2.1|--|Macerata
8798741|2016-10-29T00:26:05.350000|42.9917|13.0862|9.2|SURVEY-INGV||||ML|2.0|--|Macerata
8799151|2016-10-29T00:33:59.990000|42.8973|13.0752|9.3|SURVEY-INGV||||ML|2.0|--|Perugia
8799261|2016-10-29T00:36:57.650000|43.0172|13.1262|7.9|SURVEY-INGV||||ML|2.6|--|Macerata
8799281|2016-10-29T00:36:57.490000|43.0178|13.1223|7.0|SURVEY-INGV||||ML|2.6|--|Macerata
8799691|2016-10-29T00:47:31.850000|42.8048|13.146|8.9|SURVEY-INGV||||ML|2.5|--|Perugia
8799721|2016-10-29T00:48:34.540000|42.8543|13.1177|9.8|SURVEY-INGV||||ML|2.0|--|Macerata
8800351|2016-10-29T01:07:33.100000|42.9242|13.1463|9.3|SURVEY-INGV||||ML|2.2|--|Macerata
8801101|2016-10-29T01:31:55.450000|42.8703|13.1562|7.4|SURVEY-INGV||||ML|2.6|--|Macerata
8801721|2016-10-29T01:47:09.220000|42.8577|13.0657|10.7|SURVEY-INGV||||ML|2.0|--|Perugia
8802041|2016-10-29T01:56:15.810000|42.8873|13.1993|8.0|SURVEY-INGV||||ML|2.0|--|Macerata
8802911|2016-10-29T02:19:21.940000|42.9928|13.0595|9.1|SURVEY-INGV||||ML|2.3|--|Macerata
8803441|2016-10-29T02:33:09.910000|42.9723|13.1648|8.8|SURVEY-INGV||||ML|2.7|--|Macerata
8803701|2016-10-29T02:41:29.380000|42.8618|13.0377|9.6|SURVEY-INGV||||ML|2.8|--|Perugia
8804831|2016-10-29T03:15:23.660000|42.8562|13.1587|9.4|SURVEY-INGV||||ML|2.1|--|Macerata
8805301|2016-10-29T03:27:31.040000|43.0298|13.0898|9.1|SURVEY-INGV||||ML|2.0|--|Macerata
8806601|2016-10-29T03:57:19.240000|42.9232|13.0418|11.0|SURVEY-INGV||||ML|2.0|--|Macerata
8807031|2016-10-29T04:07:01.990000|42.8432|13.0498|9.8|SURVEY-INGV||||ML|2.1|--|Perugia
8807251|2016-10-29T04:11:32.140000|42.988|13.1482|8.7|SURVEY-INGV||||ML|2.2|--|Macerata
8807531|2016-10-29T04:19:18.340000|43.0387|13.0977|4.6|SURVEY-INGV||||ML|2.4|--|Macerata
8807581|2016-10-29T04:19:57.660000|42.8563|13.1223|9.3|SURVEY-INGV||||ML|2.2|--|Macerata
8807681|2016-10-29T04:23:07.510000|42.8965|13.1627|9.2|SURVEY-INGV||||ML|2.6|--|Macerata
8807971|2016-10-29T04:33:00.240000|42.9195|13.1512|8.2|SURVEY-INGV||||ML|2.4|--|Macerata
8808231|2016-10-29T04:40:17.920000|43.0298|13.0918|8.4|SURVEY-INGV||||ML|2.1|--|Macerata
8809331|2016-10-29T05:06:07.580000|42.7662|13.1398|23.2|SURVEY-INGV||||ML|2.2|--|Perugia
8810331|2016-10-29T05:32:31.370000|42.8548|13.1598|7.6|SURVEY-INGV||||ML|2.0|--|Macerata
8810391|2016-10-29T05:33:37.160000|42.8822|13.1757|5.9|SURVEY-INGV||||ML|2.0|--|Macerata
8810581|2016-10-29T05:41:00.140000|43.0398|13.0968|7.6|SURVEY-INGV||||ML|2.1|--|Macerata
8810741|2016-10-29T05:46:21.510000|42.8353|13.0802|9.9|SURVEY-INGV||||ML|2.1|--|Perugia
8810801|2016-10-29T05:46:21.440000|42.8388|13.0755|11.1|SURVEY-INGV||||ML|2.2|--|Perugia
8811071|2016-10-29T05:53:49.700000|42.8502|13.1632|8.7|SURVEY-INGV||||ML|2.0|--|Macerata
8811121|2016-10-29T05:54:32.110000|43.0382|13.0753|10.3|SURVEY-INGV||||ML|2.2|--|Macerata
8812191|2016-10-29T06:30:56.390000|42.8928|13.1582|8.5|SURVEY-INGV||||ML|2.0|--|Macerata
8812221|2016-10-29T06:31:21.170000|42.893|13.1423|8.7|SURVEY-INGV||||ML|2.3|--|Macerata
8812361|2016-10-29T06:34:15.970000|43.0707|13.0798|8.6|SURVEY-INGV||||ML|2.0|--|Macerata
8812501|2016-10-29T06:37:32.480000|43.0182|13.1183|8.0|SURVEY-INGV||||ML|2.0|--|Macerata
8812711|2016-10-29T06:43:47.590000|42.8547|13.1542|8.6|SURVEY-INGV||||ML|2.1|--|Macerata
8812821|2016-10-29T06:46:00.680000|42.7772|13.1503|9.9|SURVEY-INGV||||ML|2.1|--|Perugia
8813121|2016-10-29T06:55:09.860000|42.8838|13.1508|7.6|SURVEY-INGV||||ML|2.0|--|Macerata
8813161|2016-10-29T06:56:02.940000|42.8988|13.1545|8.7|SURVEY-INGV||||ML|2.2|--|Macerata
8813191|2016-10-29T06:57:15.960000|42.9128|13.0578|11.0|SURVEY-INGV||||ML|2.0|--|Macerata
8813291|2016-10-29T06:58:40.420000|42.9063|13.1067|8.7|SURVEY-INGV||||ML|2.1|--|Macerata
8813411|2016-10-29T07:02:43.820000|42.8687|13.0878|9.7|SURVEY-INGV||||ML|2.2|--|Perugia
8813391|2016-10-29T07:02:43.780000|42.8717|13.0883|11.4|SURVEY-INGV||||ML|2.3|--|Perugia
8814271|2016-10-29T07:21:48.110000|42.7913|13.0773|10.7|SURVEY-INGV||||ML|2.4|--|Perugia
8814371|2016-10-29T07:24:47.990000|42.9042|13.132|8.3|SURVEY-INGV||||ML|2.3|--|Macerata
8814411|2016-10-29T07:25:55.100000|43.0445|13.0628|9.9|SURVEY-INGV||||ML|2.2|--|Macerata
8815421|2016-10-29T07:59:10.260000|42.8695|13.1732|8.5|SURVEY-INGV||||ML|2.6|--|Macerata
8815511|2016-10-29T08:00:50.160000|42.9138|13.0293|10.9|SURVEY-INGV||||ML|2.1|--|Perugia
8815861|2016-10-29T08:11:44.040000|43.0463|13.0897|8.2|SURVEY-INGV||||ML|2.0|--|Macerata
8816051|2016-10-29T08:17:50.870000|42.8808|12.7027|7.3|SURVEY-INGV||||ML|2.1|--|Perugia
8816011|2016-10-29T08:17:50.790000|42.8853|12.6987|8.5|SURVEY-INGV||||ML|2.0|--|Perugia
8816101|2016-10-29T08:21:32.550000|43.0208|13.0758|9.1|SURVEY-INGV||||ML|2.1|--|Macerata
8816651|2016-10-29T08:39:09.470000|43.0218|13.0748|8.9|SURVEY-INGV||||ML|2.3|--|Macerata
8816911|2016-10-29T08:46:21.730000|42.9692|13.1207|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8817021|2016-10-29T08:48:54.810000|42.9923|13.0492|8.6|SURVEY-INGV||||ML|3.5|--|Macerata
8817101|2016-10-29T08:52:40.330000|43.0398|13.0972|7.5|SURVEY-INGV||||ML|2.3|--|Macerata
8817361|2016-10-29T08:58:43.670000|42.9563|13.0778|9.5|SURVEY-INGV||||ML|3.2|--|Macerata
8817431|2016-10-29T09:00:45.680000|42.9092|13.1543|9.1|SURVEY-INGV||||ML|2.3|--|Macerata
8817921|2016-10-29T09:17:56.070000|42.847|13.1438|10.0|SURVEY-INGV||||ML|2.1|--|Macerata
8818351|2016-10-29T09:30:54.990000|42.8612|13.0547|9.8|SURVEY-INGV||||ML|3.1|--|Perugia
8819191|2016-10-29T10:04:10.400000|42.8852|13.07|9.6|SURVEY-INGV||||ML|2.2|--|Perugia
8819261|2016-10-29T10:04:55.720000|42.8867|13.1593|8.1|SURVEY-INGV||||ML|2.2|--|Macerata
8819361|2016-10-29T10:08:48.820000|42.8707|13.05|11.1|SURVEY-INGV||||ML|2.0|--|Perugia
8819601|2016-10-29T10:16:25.210000|42.8493|13.153|9.3|SURVEY-INGV||||ML|3.6|--|Macerata
8819701|2016-10-29T10:18:12.420000|37.8817|14.6512|35.9|SURVEY-INGV||||ML|2.2|--|Messina
8819731|2016-10-29T10:20:26.860000|37.8625|14.658|35.7|SURVEY-INGV||||ML|2.6|--|Messina
8819871|2016-10-29T10:22:06.710000|42.8343|13.0647|9.3|SURVEY-INGV||||ML|2.5|--|Perugia
8819891|2016-10-29T10:22:54.910000|42.8572|13.1678|9.8|SURVEY-INGV||||ML|2.6|--|Macerata
8819931|2016-10-29T10:23:37.390000|42.8363|13.0615|9.6|SURVEY-INGV||||ML|2.4|--|Perugia
8820141|2016-10-29T10:31:08.390000|37.859|14.6807|31.3|SURVEY-INGV||||ML|2.1|--|Messina
8820261|2016-10-29T10:32:37.730000|37.8452|14.6772|27.6|SURVEY-INGV||||ML|2.1|--|Messina
8820311|2016-10-29T10:37:38.730000|42.6982|13.1108|11.9|SURVEY-INGV||||ML|2.0|--|Perugia
8820401|2016-10-29T10:39:02.600000|37.8573|14.7143|28.8|SURVEY-INGV||||ML|3.2|--|Messina
8820741|2016-10-29T10:46:53.470000|42.9068|13.1547|8.8|SURVEY-INGV||||ML|2.2|--|Macerata
8821071|2016-10-29T10:58:23.740000|42.8515|13.123|9.2|SURVEY-INGV||||ML|2.0|--|Macerata
8821361|2016-10-29T11:04:47.910000|43.0597|13.0638|10.7|SURVEY-INGV||||ML|2.0|--|Macerata
8821461|2016-10-29T11:06:42.920000|43.0148|13.0733|8.9|SURVEY-INGV||||ML|2.6|--|Macerata
8821411|2016-10-29T11:06:42.980000|43.0193|13.0718|8.5|SURVEY-INGV||||ML|2.8|--|Macerata
8821491|2016-10-29T11:07:41.180000|42.87|13.0572|10.5|SURVEY-INGV||||ML|2.1|--|Perugia
